system:index,date,day,latitude,longitude,mean_2m_air_temperature,month,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,year,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030924_0,2003-09-24,24,41.3786852470309,-73.97633859179348,288.72562,9,0.0,1.7822146,0.6213868,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030924_1,2003-09-24,24,41.3786852470309,-73.9314228275875,288.72562,9,0.0,1.7822146,0.6213868,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030924_2,2003-09-24,24,41.33376948282493,-73.97633859179348,288.72562,9,0.0,1.7822146,0.6213868,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030924_3,2003-09-24,24,41.33376948282493,-73.9314228275875,288.72562,9,0.0,1.7822146,0.6213868,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030925_0,2003-09-25,25,41.3786852470309,-73.97633859179348,290.31973,9,6.5543316E-4,0.65501195,2.970309,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030925_1,2003-09-25,25,41.3786852470309,-73.9314228275875,290.31973,9,6.5543316E-4,0.65501195,2.970309,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030925_2,2003-09-25,25,41.33376948282493,-73.97633859179348,290.31973,9,6.5543316E-4,0.65501195,2.970309,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030925_3,2003-09-25,25,41.33376948282493,-73.9314228275875,290.31973,9,6.5543316E-4,0.65501195,2.970309,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030926_0,2003-09-26,26,41.3786852470309,-73.97633859179348,289.22903,9,0.007587241,-0.83627385,-1.3567451,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030926_1,2003-09-26,26,41.3786852470309,-73.9314228275875,289.22903,9,0.007587241,-0.83627385,-1.3567451,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030926_2,2003-09-26,26,41.33376948282493,-73.97633859179348,289.22903,9,0.007587241,-0.83627385,-1.3567451,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030926_3,2003-09-26,26,41.33376948282493,-73.9314228275875,289.22903,9,0.007587241,-0.83627385,-1.3567451,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030927_0,2003-09-27,27,41.3786852470309,-73.97633859179348,292.8063,9,0.0055259913,-1.9186873,2.376215,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030927_1,2003-09-27,27,41.3786852470309,-73.9314228275875,292.8063,9,0.0055259913,-1.9186873,2.376215,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030927_2,2003-09-27,27,41.33376948282493,-73.97633859179348,292.8063,9,0.0055259913,-1.9186873,2.376215,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030927_3,2003-09-27,27,41.33376948282493,-73.9314228275875,292.8063,9,0.0055259913,-1.9186873,2.376215,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030928_0,2003-09-28,28,41.3786852470309,-73.97633859179348,291.8275,9,0.013319245,-0.7752412,1.2807022,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030928_1,2003-09-28,28,41.3786852470309,-73.9314228275875,291.8275,9,0.013319245,-0.7752412,1.2807022,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030928_2,2003-09-28,28,41.33376948282493,-73.97633859179348,291.8275,9,0.013319245,-0.7752412,1.2807022,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030928_3,2003-09-28,28,41.33376948282493,-73.9314228275875,291.8275,9,0.013319245,-0.7752412,1.2807022,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030929_0,2003-09-29,29,41.3786852470309,-73.97633859179348,286.25577,9,0.0010858811,1.7978969,-0.4128133,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030929_1,2003-09-29,29,41.3786852470309,-73.9314228275875,286.25577,9,0.0010858811,1.7978969,-0.4128133,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030929_2,2003-09-29,29,41.33376948282493,-73.97633859179348,286.25577,9,0.0010858811,1.7978969,-0.4128133,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030929_3,2003-09-29,29,41.33376948282493,-73.9314228275875,286.25577,9,0.0010858811,1.7978969,-0.4128133,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030930_0,2003-09-30,30,41.3786852470309,-73.97633859179348,284.38794,9,5.2414834E-6,2.2198818,0.27955586,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030930_1,2003-09-30,30,41.3786852470309,-73.9314228275875,284.38794,9,5.2414834E-6,2.2198818,0.27955586,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030930_2,2003-09-30,30,41.33376948282493,-73.97633859179348,284.38794,9,5.2414834E-6,2.2198818,0.27955586,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20030930_3,2003-09-30,30,41.33376948282493,-73.9314228275875,284.38794,9,5.2414834E-6,2.2198818,0.27955586,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031001_0,2003-10-01,1,41.3786852470309,-73.97633859179348,283.6658,10,9.956751E-4,1.668376,0.49249876,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031001_1,2003-10-01,1,41.3786852470309,-73.9314228275875,283.6658,10,9.956751E-4,1.668376,0.49249876,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031001_2,2003-10-01,1,41.33376948282493,-73.97633859179348,283.6658,10,9.956751E-4,1.668376,0.49249876,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031001_3,2003-10-01,1,41.33376948282493,-73.9314228275875,283.6658,10,9.956751E-4,1.668376,0.49249876,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031002_0,2003-10-02,2,41.3786852470309,-73.97633859179348,282.1283,10,2.7979538E-4,2.2369618,0.24302228,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031002_1,2003-10-02,2,41.3786852470309,-73.9314228275875,282.1283,10,2.7979538E-4,2.2369618,0.24302228,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031002_2,2003-10-02,2,41.33376948282493,-73.97633859179348,282.1283,10,2.7979538E-4,2.2369618,0.24302228,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031002_3,2003-10-02,2,41.33376948282493,-73.9314228275875,282.1283,10,2.7979538E-4,2.2369618,0.24302228,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031003_0,2003-10-03,3,41.3786852470309,-73.97633859179348,279.72107,10,4.284084E-8,1.808273,0.4482179,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031003_1,2003-10-03,3,41.3786852470309,-73.9314228275875,279.72107,10,4.284084E-8,1.808273,0.4482179,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031003_2,2003-10-03,3,41.33376948282493,-73.97633859179348,279.72107,10,4.284084E-8,1.808273,0.4482179,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031003_3,2003-10-03,3,41.33376948282493,-73.9314228275875,279.72107,10,4.284084E-8,1.808273,0.4482179,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031004_0,2003-10-04,4,41.3786852470309,-73.97633859179348,282.24622,10,0.004200915,0.6953218,3.6497478,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031004_1,2003-10-04,4,41.3786852470309,-73.9314228275875,282.24622,10,0.004200915,0.6953218,3.6497478,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031004_2,2003-10-04,4,41.33376948282493,-73.97633859179348,282.24622,10,0.004200915,0.6953218,3.6497478,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031004_3,2003-10-04,4,41.33376948282493,-73.9314228275875,282.24622,10,0.004200915,0.6953218,3.6497478,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031005_0,2003-10-05,5,41.3786852470309,-73.97633859179348,281.16617,10,5.3007156E-5,2.6116688,0.29235587,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031005_1,2003-10-05,5,41.3786852470309,-73.9314228275875,281.16617,10,5.3007156E-5,2.6116688,0.29235587,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031005_2,2003-10-05,5,41.33376948282493,-73.97633859179348,281.16617,10,5.3007156E-5,2.6116688,0.29235587,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031005_3,2003-10-05,5,41.33376948282493,-73.9314228275875,281.16617,10,5.3007156E-5,2.6116688,0.29235587,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031006_0,2003-10-06,6,41.3786852470309,-73.97633859179348,280.65323,10,5.297363E-6,1.5018176,-0.6652744,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031006_1,2003-10-06,6,41.3786852470309,-73.9314228275875,280.65323,10,5.297363E-6,1.5018176,-0.6652744,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031006_2,2003-10-06,6,41.33376948282493,-73.97633859179348,280.65323,10,5.297363E-6,1.5018176,-0.6652744,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031006_3,2003-10-06,6,41.33376948282493,-73.9314228275875,280.65323,10,5.297363E-6,1.5018176,-0.6652744,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031007_0,2003-10-07,7,41.3786852470309,-73.97633859179348,281.34326,10,4.284084E-8,0.99188524,0.53863055,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031007_1,2003-10-07,7,41.3786852470309,-73.9314228275875,281.34326,10,4.284084E-8,0.99188524,0.53863055,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031007_2,2003-10-07,7,41.33376948282493,-73.97633859179348,281.34326,10,4.284084E-8,0.99188524,0.53863055,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031007_3,2003-10-07,7,41.33376948282493,-73.9314228275875,281.34326,10,4.284084E-8,0.99188524,0.53863055,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031008_0,2003-10-08,8,41.3786852470309,-73.97633859179348,285.85532,10,0.0,1.7010956,1.5599985,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031008_1,2003-10-08,8,41.3786852470309,-73.9314228275875,285.85532,10,0.0,1.7010956,1.5599985,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031008_2,2003-10-08,8,41.33376948282493,-73.97633859179348,285.85532,10,0.0,1.7010956,1.5599985,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031008_3,2003-10-08,8,41.33376948282493,-73.9314228275875,285.85532,10,0.0,1.7010956,1.5599985,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031009_0,2003-10-09,9,41.3786852470309,-73.97633859179348,289.48984,10,0.0,1.0031284,0.34077796,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031009_1,2003-10-09,9,41.3786852470309,-73.9314228275875,289.48984,10,0.0,1.0031284,0.34077796,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031009_2,2003-10-09,9,41.33376948282493,-73.97633859179348,289.48984,10,0.0,1.0031284,0.34077796,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031009_3,2003-10-09,9,41.33376948282493,-73.9314228275875,289.48984,10,0.0,1.0031284,0.34077796,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031010_0,2003-10-10,10,41.3786852470309,-73.97633859179348,288.58957,10,1.05686486E-4,-1.6163603,-0.19723324,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031010_1,2003-10-10,10,41.3786852470309,-73.9314228275875,288.58957,10,1.05686486E-4,-1.6163603,-0.19723324,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031010_2,2003-10-10,10,41.33376948282493,-73.97633859179348,288.58957,10,1.05686486E-4,-1.6163603,-0.19723324,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031010_3,2003-10-10,10,41.33376948282493,-73.9314228275875,288.58957,10,1.05686486E-4,-1.6163603,-0.19723324,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031011_0,2003-10-11,11,41.3786852470309,-73.97633859179348,288.14478,10,4.4703484E-8,-1.7145842,-2.1574907,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031011_1,2003-10-11,11,41.3786852470309,-73.9314228275875,288.14478,10,4.4703484E-8,-1.7145842,-2.1574907,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031011_2,2003-10-11,11,41.33376948282493,-73.97633859179348,288.14478,10,4.4703484E-8,-1.7145842,-2.1574907,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031011_3,2003-10-11,11,41.33376948282493,-73.9314228275875,288.14478,10,4.4703484E-8,-1.7145842,-2.1574907,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031012_0,2003-10-12,12,41.3786852470309,-73.97633859179348,287.63562,10,0.0011404958,-0.94985294,-2.4873893,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031012_1,2003-10-12,12,41.3786852470309,-73.9314228275875,287.63562,10,0.0011404958,-0.94985294,-2.4873893,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031012_2,2003-10-12,12,41.33376948282493,-73.97633859179348,287.63562,10,0.0011404958,-0.94985294,-2.4873893,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031012_3,2003-10-12,12,41.33376948282493,-73.9314228275875,287.63562,10,0.0011404958,-0.94985294,-2.4873893,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031013_0,2003-10-13,13,41.3786852470309,-73.97633859179348,287.9613,10,4.284084E-8,1.5433601,-1.9227692,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031013_1,2003-10-13,13,41.3786852470309,-73.9314228275875,287.9613,10,4.284084E-8,1.5433601,-1.9227692,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031013_2,2003-10-13,13,41.33376948282493,-73.97633859179348,287.9613,10,4.284084E-8,1.5433601,-1.9227692,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031013_3,2003-10-13,13,41.33376948282493,-73.9314228275875,287.9613,10,4.284084E-8,1.5433601,-1.9227692,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031014_0,2003-10-14,14,41.3786852470309,-73.97633859179348,285.4539,10,1.1425465E-5,-1.2412885,0.7461205,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031014_1,2003-10-14,14,41.3786852470309,-73.9314228275875,285.4539,10,1.1425465E-5,-1.2412885,0.7461205,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031014_2,2003-10-14,14,41.33376948282493,-73.97633859179348,285.4539,10,1.1425465E-5,-1.2412885,0.7461205,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031014_3,2003-10-14,14,41.33376948282493,-73.9314228275875,285.4539,10,1.1425465E-5,-1.2412885,0.7461205,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031015_0,2003-10-15,15,41.3786852470309,-73.97633859179348,287.2709,10,0.019998647,2.8883476,1.9202543,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031015_1,2003-10-15,15,41.3786852470309,-73.9314228275875,287.2709,10,0.019998647,2.8883476,1.9202543,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031015_2,2003-10-15,15,41.33376948282493,-73.97633859179348,287.2709,10,0.019998647,2.8883476,1.9202543,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031015_3,2003-10-15,15,41.33376948282493,-73.9314228275875,287.2709,10,0.019998647,2.8883476,1.9202543,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031016_0,2003-10-16,16,41.3786852470309,-73.97633859179348,283.92764,10,1.19706616E-4,4.21697,0.7078584,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_20031016_1,2003-10-16,16,41.3786852470309,-73.9314228275875,283.92764,10,1.19706616E-4,4.21697,0.7078584,2003,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
